taxon,cruise_id,year,sight_num,date_gmt,month_gmt,day_gmt,time_gmt,yrday_gmt,lat,lon,observer,species,bearing,distance_nm,count,reticle,method_sighting,on_ice_YN,cue,group_max,group_min,ice_cover
penguin,NBP0202,2002,146,5/12/2002,05,12,14:48:33,131.61705,-68.2293,-69.7755,0,1,200,0.14,4,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,147,5/12/2002,05,12,14:56:18,131.62243,-68.2343,-69.7515,0,1,210,0.27,3,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,148,5/12/2002,05,12,15:00:14,131.62516,-68.2372,-69.7398,0,1,60,0.19,1,-9999.0,1,N,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,149,5/12/2002,05,12,15:05:30,131.62882,-68.2407,-69.7240,0,1,200,0.22,1,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,150,5/12/2002,05,12,15:21:39,131.64003,-68.2517,-69.6745,0,2,170,0.05,1,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,151,5/12/2002,05,12,15:41:25,131.65376,-68.2652,-69.6148,0,1,40,0.05,1,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,152,5/12/2002,05,12,15:41:51,131.65406,-68.2655,-69.6135,0,2,200,0.05,1,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,153,5/12/2002,05,12,15:42:51,131.65476,-68.2660,-69.6110,0,1,40,0.19,1,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,154,5/12/2002,05,12,15:44:07,131.65564,-68.2668,-69.6075,0,1,60,0.27,13,-9999.0,2,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,155,5/12/2002,05,12,15:44:44,131.65606,-68.2673,-69.6058,0,2,50,0.22,3,-9999.0,2,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,156,5/12/2002,05,12,15:46:14,131.65710,-68.2683,-69.6017,0,2,190,0.27,1,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,157,5/12/2002,05,12,15:49:50,131.65960,-68.2707,-69.5930,0,1,110,0.03,1,-9999.0,1,N,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,158,5/12/2002,05,12,15:50:52,131.66033,-68.2710,-69.5913,0,2,220,0.22,2,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,159,5/12/2002,05,12,17:11:28,131.71630,-68.2780,-69.2688,0,1,20,0.16,1,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,160,5/12/2002,05,12,17:25:20,131.72592,-68.2798,-69.2000,0,1,180,0.03,1,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,161,5/12/2002,05,12,17:36:53,131.73394,-68.2757,-69.1415,0,2,10,0.38,3,-9999.0,2,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,162,5/12/2002,05,12,17:56:18,131.74743,-68.2698,-69.0440,0,1,340,0.16,1,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,163,5/12/2002,05,12,17:58:31,131.74897,-68.2692,-69.0332,0,2,330,0.54,9,-9999.0,3,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,164,5/12/2002,05,12,18:01:09,131.75080,-68.2685,-69.0238,0,1,330,0.49,1,-9999.0,3,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,165,5/12/2002,05,12,18:10:14,131.75710,-68.2642,-68.9953,0,2,120,0.08,1,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,166,5/13/2002,05,13,14:31:47,132.60540,-67.3415,-71.1347,0,4,160,0.22,1,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,167,5/13/2002,05,13,14:38:32,132.61009,-67.3397,-71.1038,0,4,60,0.11,2,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,168,5/13/2002,05,13,14:45:39,132.61503,-67.3388,-71.0665,0,4,40,0.24,1,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,169,5/13/2002,05,13,14:57:04,132.62297,-67.3398,-71.0072,0,1,10,0.27,1,-9999.0,2,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,170,5/13/2002,05,13,15:53:23,132.66207,-67.3355,-70.6867,0,1,20,0.14,2,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,171,5/13/2002,05,13,16:51:58,132.70276,-67.3308,-70.3567,0,1,10,0.11,1,-9999.0,1,N,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,172,5/14/2002,05,14,16:41:18,133.69535,-66.6035,-69.2557,0,1,100,0.02,2,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,173,5/14/2002,05,14,16:56:58,133.70623,-66.6140,-69.2107,0,1,200,0.22,2,-9999.0,2,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,174,5/14/2002,05,14,16:57:28,133.70658,-66.6143,-69.2093,0,1,190,0.16,2,-9999.0,2,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,175,5/14/2002,05,14,17:22:22,133.72387,-66.6348,-69.1438,0,1,40,0.11,1,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,176,5/14/2002,05,14,18:30:26,133.77113,-66.6843,-68.9537,0,1,80,0.27,3,-9999.0,2,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,177,5/14/2002,05,14,18:30:57,133.77149,-66.6847,-68.9522,0,4,40,0.16,1,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,178,5/14/2002,05,14,18:34:36,133.77403,-66.6863,-68.9447,0,4,160,0.11,1,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,179,5/14/2002,05,14,18:37:53,133.77631,-66.6872,-68.9405,0,1,20,0.27,1,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,180,5/14/2002,05,14,18:43:12,133.78000,-66.6885,-68.9300,0,4,110,0.16,2,-9999.0,2,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,181,5/14/2002,05,14,18:45:21,133.78149,-66.6885,-68.9248,0,2,90,0.22,2,-9999.0,2,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,182,5/14/2002,05,14,19:13:27,133.80101,-66.6587,-68.7925,0,1,160,0.04,1,-9999.0,1,N,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,183,5/14/2002,05,14,19:19:37,133.80529,-66.6530,-68.7620,0,1,20,0.27,1,-9999.0,2,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,184,5/14/2002,05,14,19:24:41,133.80881,-66.6440,-68.7427,0,1,330,0.27,1,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,185,5/14/2002,05,14,19:26:30,133.81007,-66.6412,-68.7393,0,1,320,0.27,3,-9999.0,2,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,186,5/14/2002,05,14,19:29:30,133.81215,-66.6363,-68.7310,0,4,40,0.02,1,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,187,5/14/2002,05,14,19:47:03,133.82434,-66.6092,-68.6688,0,4,150,0.27,1,-9999.0,2,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,188,5/15/2002,05,15,14:02:40,134.58519,-66.5298,-67.1252,0,2,180,0.05,1,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,189,5/17/2002,05,17,13:29:04,136.56185,-64.9075,-63.3217,0,1,120,0.05,1,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,190,5/17/2002,05,17,13:51:12,136.57722,-64.8473,-63.2318,0,3,100,0.02,1,-9999.0,1,N,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,191,5/17/2002,05,17,14:12:46,136.59220,-64.7875,-63.1502,0,12,300,0.03,1,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,192,5/17/2002,05,17,14:22:22,136.59887,-64.7617,-63.1123,0,1,300,0.03,1,-9999.0,1,N,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,193,5/17/2002,05,17,14:27:27,136.60240,-64.7477,-63.0927,0,1,120,0.03,2,-9999.0,1,N,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,194,5/17/2002,05,17,14:31:13,136.60501,-64.7390,-63.0817,0,12,110,0.05,12,-9999.0,1,N,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,195,5/17/2002,05,17,16:02:07,136.66814,-64.6243,-62.8120,0,1,330,0.05,7,-9999.0,1,N,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0202,2002,196,5/17/2002,05,17,16:07:28,136.67185,-64.6158,-62.7780,0,1,50,0.01,1,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,1,8/4/2002,08,04,12:56:13,215.53904,-64.5028,-62.3652,0,3,320,0,2,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,2,8/4/2002,08,04,13:24:55,215.55897,-64.5443,-62.5388,0,1,308,0,12,-9999.0,2,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,3,8/4/2002,08,04,13:29:08,215.56190,-64.5492,-62.5645,0,1,336,0,30,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,4,8/4/2002,08,04,15:32:14,215.64738,-64.7792,-63.1392,0,2,22,0,1,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,5,8/4/2002,08,04,16:08:49,215.67279,-64.8615,-63.2352,0,2,15,0,1,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,6,8/4/2002,08,04,16:59:07,215.70772,-64.9713,-63.4223,0,2,22,0,1,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,7,8/5/2002,08,05,16:49:18,216.70090,-66.5240,-67.2553,0,2,16,0,3,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,8,8/10/2002,08,10,19:13:50,221.80127,-68.0612,-73.6322,0,2,352,0,1,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,9,8/10/2002,08,10,19:24:35,221.80874,-68.0487,-73.6595,0,0,320,0,0,-9999.0,-9999.0,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,10,8/10/2002,08,10,19:44:42,221.82271,-68.0245,-73.7148,0,2,335,0,20,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,11,8/11/2002,08,11,13:31:26,222.56349,-68.7558,-76.0610,0,2,270,0,2,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,12,8/11/2002,08,11,14:07:17,222.58839,-68.7582,-76.0302,0,2,62,0,4,-9999.0,2,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,13,8/11/2002,08,11,14:15:18,222.59396,-68.7600,-76.0270,0,2,310,0,1,-9999.0,1,N,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,14,8/13/2002,08,13,17:22:22,224.72387,-69.0350,-75.8330,0,2,19,0,1,-9999.0,2,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,15,8/13/2002,08,13,17:26:53,224.72700,-69.0345,-75.8528,0,2,0,0,3,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,16,8/14/2002,08,14,14:42:13,225.61265,-68.5855,-76.4583,0,2,315,0,1,-9999.0,1,N,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,17,8/14/2002,08,14,19:53:13,225.82862,-68.4112,-76.1725,0,2,270,0,5,-9999.0,1,N,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,18,8/14/2002,08,14,20:17:09,225.84524,-68.3912,-76.0927,0,2,90,0,2,-9999.0,1,N,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,19,8/20/2002,08,20,16:35:19,231.69119,-67.2108,-72.4893,2,0,0,1.00,0,-9999.0,-9999.0,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,20,8/22/2002,08,22,19:36:13,233.81682,-67.4555,-73.8093,0,2,336,0.65,16,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,21,8/24/2002,08,24,17:13:30,235.71771,-67.8317,-74.1552,0,2,270,0.76,2,-9999.0,2,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,22,8/24/2002,08,24,17:16:05,235.71950,-67.8345,-74.1510,0,2,315,0.38,2,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,23,8/24/2002,08,24,17:19:16,235.72172,-67.8342,-74.1385,0,2,2,0.49,6,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,24,8/24/2002,08,24,17:31:10,235.72998,-67.8332,-74.0957,0,2,0,0.08,10,-9999.0,1,N,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,25,8/24/2002,08,24,17:34:50,235.73252,-67.8328,-74.0795,0,2,336,0.81,31,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,26,8/24/2002,08,24,18:54:56,235.78815,-67.8030,-73.7967,0,2,294,0.43,3,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,27,8/24/2002,08,24,19:01:25,235.79265,-67.8015,-73.7817,0,2,270,0.16,9,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,28,8/24/2002,08,24,19:25:23,235.80929,-67.7998,-73.7058,0,2,270,0.27,8,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,29,8/24/2002,08,24,19:30:21,235.81274,-67.7985,-73.6868,0,2,315,0.65,15,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
penguin,NBP0204,2002,30,8/25/2002,08,25,13:06:25,236.54612,-67.9990,-72.0605,0,2,0,0.32,2,-9999.0,1,Y,-9999.0,-9999.0,-9999.0,-9999.0
